sample_id,variant_id,gene,nominal_vaf,measured_vaf,depth,site,run_id,operator,replicate,detected,qc_flag
S00529,VAR3,BRAF,0.5,0.44333757441647137,856,SiteB,SiteB_Run03,Operator1,1,0,1
S00530,VAR3,BRAF,0.5,0.4866011876737046,515,SiteB,SiteB_Run03,Operator2,2,0,0
S00531,VAR3,BRAF,0.5,0.41040872010010004,529,SiteB,SiteB_Run03,Operator1,3,0,0
S00532,VAR3,BRAF,0.5,0.5905138566634045,632,SiteC,SiteC_Run01,Operator1,1,0,0
S00533,VAR3,BRAF,0.5,0.42649310278621005,748,SiteC,SiteC_Run01,Operator2,2,1,0
S00534,VAR3,BRAF,0.5,0.53523238700836,986,SiteC,SiteC_Run01,Operator1,3,0,0
S00535,VAR3,BRAF,0.5,0.5950789361184337,759,SiteC,SiteC_Run02,Operator1,1,0,0
S00536,VAR3,BRAF,0.5,0.39471970182541527,824,SiteC,SiteC_Run02,Operator2,2,0,0
S00537,VAR3,BRAF,0.5,0.6135040671615579,790,SiteC,SiteC_Run02,Operator1,3,0,0
S00538,VAR3,BRAF,0.5,0.3279696859318307,694,SiteC,SiteC_Run03,Operator1,1,0,0
S00539,VAR3,BRAF,0.5,0.5235123524692737,1004,SiteC,SiteC_Run03,Operator2,2,0,0
S00540,VAR3,BRAF,0.5,0.676512047978383,636,SiteC,SiteC_Run03,Operator1,3,0,0
S00541,VAR3,BRAF,1,1.117492792510926,766,SiteA,SiteA_Run01,Operator1,1,0,0
S00542,VAR3,BRAF,1,1.2007853009924074,748,SiteA,SiteA_Run01,Operator2,2,0,0
S00543,VAR3,BRAF,1,0.8952257795606365,880,SiteA,SiteA_Run01,Operator1,3,0,0
S00544,VAR3,BRAF,1,1.0614917370410513,1041,SiteA,SiteA_Run02,Operator1,1,0,1
S00545,VAR3,BRAF,1,1.2476676244710967,877,SiteA,SiteA_Run02,Operator2,2,1,1
S00546,VAR3,BRAF,1,0.7665694968793256,1007,SiteA,SiteA_Run02,Operator1,3,1,0
S00547,VAR3,BRAF,1,1.2218166710171956,914,SiteA,SiteA_Run03,Operator1,1,0,0
S00548,VAR3,BRAF,1,0.754378705784904,706,SiteA,SiteA_Run03,Operator2,2,0,1
S00549,VAR3,BRAF,1,0.9050580398241285,812,SiteA,SiteA_Run03,Operator1,3,0,0
S00550,VAR3,BRAF,1,1.6897006287598306,1006,SiteB,SiteB_Run01,Operator1,1,0,0
S00551,VAR3,BRAF,1,1.1075308889031692,566,SiteB,SiteB_Run01,Operator2,2,0,0
S00552,VAR3,BRAF,1,0.9819954158224224,849,SiteB,SiteB_Run01,Operator1,3,0,0
S00553,VAR3,BRAF,1,1.2162266255100482,776,SiteB,SiteB_Run02,Operator1,1,0,0
S00554,VAR3,BRAF,1,0.9524080316152236,932,SiteB,SiteB_Run02,Operator2,2,0,0
S00555,VAR3,BRAF,1,1.132425499202743,913,SiteB,SiteB_Run02,Operator1,3,0,0
S00556,VAR3,BRAF,1,0.9334022415601382,845,SiteB,SiteB_Run03,Operator1,1,0,0
S00557,VAR3,BRAF,1,0.6243495387632841,1024,SiteB,SiteB_Run03,Operator2,2,0,0
S00558,VAR3,BRAF,1,1.0990844627684127,571,SiteB,SiteB_Run03,Operator1,3,1,1
S00559,VAR3,BRAF,1,0.9027622593083429,937,SiteC,SiteC_Run01,Operator1,1,1,0
S00560,VAR3,BRAF,1,0.8916153691045811,563,SiteC,SiteC_Run01,Operator2,2,0,0
S00561,VAR3,BRAF,1,1.0007597291938588,888,SiteC,SiteC_Run01,Operator1,3,0,0
S00562,VAR3,BRAF,1,1.3080143002728584,813,SiteC,SiteC_Run02,Operator1,1,0,1
S00563,VAR3,BRAF,1,1.0608731572661585,945,SiteC,SiteC_Run02,Operator2,2,0,0
S00564,VAR3,BRAF,1,1.1833594544055115,812,SiteC,SiteC_Run02,Operator1,3,0,0
S00565,VAR3,BRAF,1,1.1340699181752545,565,SiteC,SiteC_Run03,Operator1,1,0,0
S00566,VAR3,BRAF,1,1.020527530016992,499,SiteC,SiteC_Run03,Operator2,2,1,1
S00567,VAR3,BRAF,1,1.1436491683848788,881,SiteC,SiteC_Run03,Operator1,3,0,0
S00568,VAR3,BRAF,2,1.945431698984037,789,SiteA,SiteA_Run01,Operator1,1,0,0
S00569,VAR3,BRAF,2,1.5578158279916472,714,SiteA,SiteA_Run01,Operator2,2,0,0
S00570,VAR3,BRAF,2,2.1440021144019674,753,SiteA,SiteA_Run01,Operator1,3,0,0
S00571,VAR3,BRAF,2,1.2681820886300148,699,SiteA,SiteA_Run02,Operator1,1,0,0
S00572,VAR3,BRAF,2,1.6419841273405114,776,SiteA,SiteA_Run02,Operator2,2,0,0
S00573,VAR3,BRAF,2,1.9763247082231672,660,SiteA,SiteA_Run02,Operator1,3,0,0
S00574,VAR3,BRAF,2,1.9367189578943602,503,SiteA,SiteA_Run03,Operator1,1,0,1
S00575,VAR3,BRAF,2,1.8387295597565767,767,SiteA,SiteA_Run03,Operator2,2,1,0
S00576,VAR3,BRAF,2,2.4372378851876944,957,SiteA,SiteA_Run03,Operator1,3,0,0
S00577,VAR3,BRAF,2,1.6148214969122556,1082,SiteB,SiteB_Run01,Operator1,1,1,0
S00578,VAR3,BRAF,2,1.1858009899842707,800,SiteB,SiteB_Run01,Operator2,2,1,0
S00579,VAR3,BRAF,2,2.3378636916589914,788,SiteB,SiteB_Run01,Operator1,3,0,0
S00580,VAR3,BRAF,2,2.018123653387082,944,SiteB,SiteB_Run02,Operator1,1,0,0
S00581,VAR3,BRAF,2,1.9570717456523294,808,SiteB,SiteB_Run02,Operator2,2,0,0
S00582,VAR3,BRAF,2,1.849475931235939,735,SiteB,SiteB_Run02,Operator1,3,0,0
S00583,VAR3,BRAF,2,1.427246808432783,539,SiteB,SiteB_Run03,Operator1,1,0,0
S00584,VAR3,BRAF,2,1.6530239202248347,610,SiteB,SiteB_Run03,Operator2,2,0,0
S00585,VAR3,BRAF,2,2.213621811793025,861,SiteB,SiteB_Run03,Operator1,3,0,0
S00586,VAR3,BRAF,2,2.0075406192073726,581,SiteC,SiteC_Run01,Operator1,1,0,0
S00587,VAR3,BRAF,2,1.5058614189329262,957,SiteC,SiteC_Run01,Operator2,2,1,0
S00588,VAR3,BRAF,2,2.254169397198792,598,SiteC,SiteC_Run01,Operator1,3,0,0
S00589,VAR3,BRAF,2,2.3406369774421223,771,SiteC,SiteC_Run02,Operator1,1,0,1
S00590,VAR3,BRAF,2,1.9468653598500045,800,SiteC,SiteC_Run02,Operator2,2,0,0
S00591,VAR3,BRAF,2,1.9934561219483289,798,SiteC,SiteC_Run02,Operator1,3,0,0
S00592,VAR3,BRAF,2,2.6511016277680315,823,SiteC,SiteC_Run03,Operator1,1,1,0
S00593,VAR3,BRAF,2,2.164338820925555,890,SiteC,SiteC_Run03,Operator2,2,0,0
S00594,VAR3,BRAF,2,2.5526249099442864,781,SiteC,SiteC_Run03,Operator1,3,1,0
S00595,VAR3,BRAF,5,4.955125373380376,763,SiteA,SiteA_Run01,Operator1,1,0,0
S00596,VAR3,BRAF,5,6.721662242094978,824,SiteA,SiteA_Run01,Operator2,2,0,0
S00597,VAR3,BRAF,5,4.924886137638708,735,SiteA,SiteA_Run01,Operator1,3,0,0
S00598,VAR3,BRAF,5,6.007373334672846,1031,SiteA,SiteA_Run02,Operator1,1,0,0
S00599,VAR3,BRAF,5,4.666839937329495,474,SiteA,SiteA_Run02,Operator2,2,0,0
S00600,VAR3,BRAF,5,4.0310922992195755,954,SiteA,SiteA_Run02,Operator1,3,1,0
S00601,VAR3,BRAF,5,6.108974123785526,763,SiteA,SiteA_Run03,Operator1,1,0,0
S00602,VAR3,BRAF,5,7.914042558639755,863,SiteA,SiteA_Run03,Operator2,2,1,0
S00603,VAR3,BRAF,5,4.6845145357215205,948,SiteA,SiteA_Run03,Operator1,3,0,0
S00604,VAR3,BRAF,5,6.707384865558877,925,SiteB,SiteB_Run01,Operator1,1,0,0
S00605,VAR3,BRAF,5,4.7686160464955085,701,SiteB,SiteB_Run01,Operator2,2,0,1
S00606,VAR3,BRAF,5,6.014279365483749,1035,SiteB,SiteB_Run01,Operator1,3,0,0
S00607,VAR3,BRAF,5,4.102512336694338,557,SiteB,SiteB_Run02,Operator1,1,0,1
S00608,VAR3,BRAF,5,5.28338593676679,930,SiteB,SiteB_Run02,Operator2,2,0,0
S00609,VAR3,BRAF,5,4.291797718315079,723,SiteB,SiteB_Run02,Operator1,3,0,0
S00610,VAR3,BRAF,5,3.8152855667093943,512,SiteB,SiteB_Run03,Operator1,1,0,1
S00611,VAR3,BRAF,5,5.699866733501336,520,SiteB,SiteB_Run03,Operator2,2,0,0
S00612,VAR3,BRAF,5,6.898936466995329,837,SiteB,SiteB_Run03,Operator1,3,0,0
S00613,VAR3,BRAF,5,4.270523927056973,1134,SiteC,SiteC_Run01,Operator1,1,0,0
S00614,VAR3,BRAF,5,4.189840598650594,841,SiteC,SiteC_Run01,Operator2,2,0,1
S00615,VAR3,BRAF,5,4.034712267765711,970,SiteC,SiteC_Run01,Operator1,3,0,0
S00616,VAR3,BRAF,5,4.562221683378024,926,SiteC,SiteC_Run02,Operator1,1,0,0
S00617,VAR3,BRAF,5,5.7119890930176,702,SiteC,SiteC_Run02,Operator2,2,1,0
S00618,VAR3,BRAF,5,5.765452000618147,943,SiteC,SiteC_Run02,Operator1,3,0,0
S00619,VAR3,BRAF,5,5.463167544695845,853,SiteC,SiteC_Run03,Operator1,1,0,1
S00620,VAR3,BRAF,5,5.820320767096225,831,SiteC,SiteC_Run03,Operator2,2,0,0
S00621,VAR3,BRAF,5,4.5524355671509555,950,SiteC,SiteC_Run03,Operator1,3,0,1
S00622,VAR3,BRAF,10,9.660477691013567,912,SiteA,SiteA_Run01,Operator1,1,0,1
S00623,VAR3,BRAF,10,11.461516964151347,706,SiteA,SiteA_Run01,Operator2,2,0,0
S00624,VAR3,BRAF,10,9.452408978182982,859,SiteA,SiteA_Run01,Operator1,3,0,0
S00625,VAR3,BRAF,10,8.250390876613384,666,SiteA,SiteA_Run02,Operator1,1,1,0
S00626,VAR3,BRAF,10,7.591696346874065,895,SiteA,SiteA_Run02,Operator2,2,1,1
S00627,VAR3,BRAF,10,17.151787924263516,735,SiteA,SiteA_Run02,Operator1,3,0,0
S00628,VAR3,BRAF,10,7.1181088691724,868,SiteA,SiteA_Run03,Operator1,1,0,0
S00629,VAR3,BRAF,10,10.058805535263248,855,SiteA,SiteA_Run03,Operator2,2,0,0
S00630,VAR3,BRAF,10,14.723545693682418,759,SiteA,SiteA_Run03,Operator1,3,0,1
S00631,VAR3,BRAF,10,11.823478618308075,870,SiteB,SiteB_Run01,Operator1,1,1,0
S00632,VAR3,BRAF,10,9.636093874605224,886,SiteB,SiteB_Run01,Operator2,2,0,1
S00633,VAR3,BRAF,10,11.125624135509629,765,SiteB,SiteB_Run01,Operator1,3,0,0
S00634,VAR3,BRAF,10,14.290233635625022,976,SiteB,SiteB_Run02,Operator1,1,1,0
S00635,VAR3,BRAF,10,10.386539167227474,1009,SiteB,SiteB_Run02,Operator2,2,0,1
S00636,VAR3,BRAF,10,8.92420805644029,701,SiteB,SiteB_Run02,Operator1,3,1,0
S00637,VAR3,BRAF,10,13.369335404442442,683,SiteB,SiteB_Run03,Operator1,1,0,1
S00638,VAR3,BRAF,10,14.532445690895425,877,SiteB,SiteB_Run03,Operator2,2,0,0
S00639,VAR3,BRAF,10,8.212637399853456,663,SiteB,SiteB_Run03,Operator1,3,1,0
S00640,VAR3,BRAF,10,11.545969855005653,733,SiteC,SiteC_Run01,Operator1,1,0,0
S00641,VAR3,BRAF,10,10.26206978046137,920,SiteC,SiteC_Run01,Operator2,2,1,0
S00642,VAR3,BRAF,10,11.506514517615166,714,SiteC,SiteC_Run01,Operator1,3,0,0
S00643,VAR3,BRAF,10,11.110878343767755,511,SiteC,SiteC_Run02,Operator1,1,0,1
S00644,VAR3,BRAF,10,9.959057844565816,900,SiteC,SiteC_Run02,Operator2,2,0,0
S00645,VAR3,BRAF,10,10.916062217112948,560,SiteC,SiteC_Run02,Operator1,3,1,0
S00646,VAR3,BRAF,10,7.849731911844348,597,SiteC,SiteC_Run03,Operator1,1,1,0
S00647,VAR3,BRAF,10,7.551159323302886,347,SiteC,SiteC_Run03,Operator2,2,0,0
S00648,VAR3,BRAF,10,11.55057159439988,925,SiteC,SiteC_Run03,Operator1,3,1,0
